crd_number,sec_number,name,other_names,registration_status,registration_begin_date,firm_size,firm_type,formed_state,formed_date,phone,finra_approved_registration_count,number_of_branches,branch_locations_count,disclosures_count,street,city,state,zip_code,country,latitude,longitude,matched_from_name,match_confidence,phase,scraped_at
840,25845,"COLUMBIA MANAGEMENT INVESTMENT DISTRIBUTORS, INC.","COLUMBIA MANAGEMENT INVESTMENT DISTRIBUTORS, INC.|SELIGMAN MARKETING, INC.|SELIGMAN DISTRIBUTORS, INC.|SELIGMAN ADVISORS, INC.|RIVERSOURCE FUND DISTRIBUTORS, INC.|J & W SELIGMAN & CO. MARKETING, INC.",Approved,11/19/1968,Medium,Corporation,Delaware,04/20/1978,617-385-9565,1,12,1,1,290 CONGRESS STREET,BOSTON,MA,02210,UNITED STATES,,,"COLUMBIA MANAGEMENT INVESTMENT DISTRIBUTORS, INC.",1.0,3,2026-04-02T01:46:12.438152
335301,71335,COLUMBIA PRIVATE MARKETS,"COLUMBIA PRIVATE MARKETS|COLUMBIA PRIVATE MARKETS, LLC",Approved,10/03/2025,Small,Limited Liability Company,Washington,02/24/2025,(509) 868-8872,1,1,1,0,6501 NORTH CEDAR STREET,SPOKANE,WA,99208,UNITED STATES,,,COLUMBIA PRIVATE MARKETS,1.0,3,2026-04-02T02:01:07.966566
135562,66930,"COLUMBIA WEST CAPITAL, LLC","COLUMBIA WEST CAPITAL, LLC|COLUMBIA WEST CAPITAL, LLC (""CWC"")",Approved,08/25/2005,Small,Limited Liability Company,Delaware,01/19/2005,(480) 664-3949,1,2,1,1,14624 N. SCOTTSDALE ROAD,SCOTTSDALE,AZ,85254,USA,,,"COLUMBIA WEST CAPITAL, LLC",1.0,3,2026-04-02T01:53:51.857461
283514,69759,COMCAP HOLDINGS LLC,COMCAP HOLDINGS LLC|COMCAP LLC,Approved,11/09/2016,Small,Limited Liability Company,Puerto Rico,04/06/2022,415-235-8270,1,2,1,0,1666 AVE PONCE DE LEON,SAN JUAN,PR,00909,USA,,,COMCAP HOLDINGS LLC,1.0,3,2026-04-02T01:57:45.904119
17079,35001,COMERICA SECURITIES,"ADVANTAGE INVESTMENT SERVICE|MANUBANK INVESTMENT SERVICES CORPORATION|COMERICA SECURITIES,INC.|COMERICA SECURITIES|COMERCIA SECURITIES",Approved,08/19/1986,Small,Corporation,Michigan,10/10/1985,214-462-1117,1,4,1,16,3701 HAMLIN ROAD,AUBURN HILLS,MI,48326,UNITED STATES,,,COMERICA SECURITIES,1.0,3,2026-04-02T01:48:09.532631
47955,51969,"COMHAR CAPITAL MARKETS, LLC","COMHAR CAPITAL MARKETS, LLC|YUKON TRADING, LLC|SHEEHAN, ROBERT CHARLES|GLP, LLC|GLOBAL LIQUIDITY EXECUTION SERVICES, LLC",Approved,04/01/2015,Small,Limited Liability Company,Illinois,07/21/1999,(312) 925-4206,1,3,7,3,1000 SKOKIE BOULEVARD,WILMETTE,IL,60091,UNITED STATES,,,"COMHAR CAPITAL MARKETS, LLC",1.0,3,2026-04-02T01:51:32.567948
17140,35096,"COMMERCE BROKERAGE SERVICES, INC.","COMMERCE BROKERAGE SERVICES, INC|COMMERCE FINANCIAL ADVISORS|COMMERCE BROKERAGE SERVICES, INC.",Approved,02/21/1986,Small,Corporation,Missouri,10/04/1985,314-746-8593,1,6,1,5,8000 FORSYTH BLVD,CLAYTON,MO,63105-1707,UNITED STATES,,,"COMMERCE BROKERAGE SERVICES, INC.",1.0,3,2026-04-02T01:48:10.124699
100340,52032,COMMERCE ONE FINANCIAL INC.,"COMMERCE ONE|MURJEN FINANCIAL, INC.|COMMERCE ONE FINANCIAL INC.",Approved,12/20/1999,Small,Other Types of Legal Formation,New York,10/22/1998,(516) 227-2277,1,2,1,4,6800 JERICHO TURNPIKE,SYOSSET,NY,11791,USA,,,COMMERCE ONE FINANCIAL INC.,1.0,3,2026-04-02T01:51:34.030122
10806,28228,COMMERCE SECURITIES CORPORATION,COMMERCE SECURITIES CORPORATION,Approved,11/15/1982,Small,Corporation,Texas,10/05/1981,713-613-2914,1,2,1,2,710 NO. POST OAK RD.,HOUSTON,TX,77024,UNITED STATES,,,COMMERCE SECURITIES CORPORATION,1.0,3,2026-04-02T01:47:26.255329
41957,49647,COMMERZ MARKETS LLC,COMMERZ MARKETS LLC|DRESDNER KLEINWORT WASSERSTEIN SECURITIES LLC|DRESDNER KLEINWORT SECURITIES LLC|DRESDNER KLEINWORT BENSON NORTH AMERICA LLC|COMMERZBANK,Approved,12/17/1996,Small,Limited Liability Company,Delaware,05/28/1996,212-266-7200,1,2,1,9,225 LIBERTY STREET,NEW YORK,NY,10281,UNITED STATES,,,COMMERZ MARKETS LLC,1.0,3,2026-04-02T01:50:41.083875
43541,50337,"COMMONFUND SECURITIES, INC.","COMMONFUND SECURITIES, INC.|ENDOWMENT SERVICES, INC.",Approved,09/18/1997,Small,Corporation,Delaware,05/30/1997,203-563-5000,1,5,1,0,601 MERRITT 7,NORWALK,CT,06851,UNITED STATES,,,"COMMONFUND SECURITIES, INC.",1.0,3,2026-04-02T01:50:54.880502
289317,69989,COMMONGOOD SECURITIES LLC,COMMONGOOD SECURITIES LLC,Approved,02/12/2018,Small,Limited Liability Company,Florida,06/30/2017,407-476-5453,1,2,1,0,181 W STOVIN AVE,WINTER PARK,FL,32789,,,,COMMONGOOD SECURITIES LLC,1.0,3,2026-04-02T01:58:08.700909
154783,68673,"COMMONWEALTH ADVISORS, INC.","COMMONWEALTH ADVISORS, INC.",Approved,10/10/2011,Small,Corporation,Pennsylvania,07/12/2010,717 731-1700,1,2,1,0,"1017 MUMMA ROAD, SUITE 302",LEMOYNE,PA,17043,,,,"COMMONWEALTH ADVISORS, INC.",1.0,3,2026-04-02T01:55:59.117779
136321,66998,COMMONWEALTH AUSTRALIA SECURITIES LLC,COMMONWEALTH AUSTRALIA SECURITIES LLC|COMMSEC LLC,Approved,01/12/2006,Small,Limited Liability Company,Delaware,05/10/2005,212 848-9200,1,2,1,2,599 LEXINGTON AVENUE,NEW YORK,NY,10022,,,,COMMONWEALTH AUSTRALIA SECURITIES LLC,1.0,3,2026-04-02T01:53:56.963819
8032,24040,COMMONWEALTH FINANCIAL NETWORK,"2250 FINANCIAL SERVICES INC|BOTHFELD FINANCIAL PARTNERS|BOSTONPREMIER WEALTH, LLC|BOSTONNORTH FINANCIAL SERVICES, INC.|BOSTON WEALTH STRATEGIES|BONEBRAKE FINANCIAL PLANNING & WEALTH MANAGEMENT|BLUEPRINT WEALTH ADVISORS, LLC|BLUEPRINT WEALTH ADVISORS|BLUEGRASS LEGACY GROUP|BLUE RIVER GROUP, LLC|BLUE HILLS WEALTH MANAGEMENT|BLUE HAVEN STRATEGIC FINANCIAL GROUP|BLASER INVESTMENT MANAGEMENT GROUP INC.|BLAKELY FINANCIAL|BLACK POINT WEALTH MANAGEMENT|BLACK DIAMOND CUSTOM WEALTH MANAGEMENT|BISHOP FINANCIAL|BISDORF PALMER, LLC|BIFFEN WEALTH MANAGEMENT|BIESTEK WEALTH MANAGEMENT, LLC|BIENVENU WEALTH MANAGEMENT|BIANCHI WEALTH MANAGEMENT|BEVAN WEALTH MANAGEMENT|BESTGEN WEALTH MANAGEMENT, LLC|BEST TIMES FINANCIAL|BERTHOLD CAPITAL, LLC|BERKSHIREBANC INVESTMENT SERVICES|BERKS FINANCIAL|BENZ FINANCIAL SERVICES, INC.|BENZ FINANCIAL GROUP|BENJAMIN AND COMPANY|BENJAMIN & COMPANY, LLC|BENISON FINANCIAL SERVICES|BENETAS WEALTH|BENCHMARK INVESTMENTS & INSURANCE|BELOIN INVESTMENT GROUP|BELL RETIREMENT STRATEGIES|BELL FINANCIAL|BEEBE FINANCIAL SERVICES|BEACON INVESTMENT MANAGEMENT|BEACON FINANCIAL PLANNING SERVICES, LLC|BDS FINANCIAL SERVICES|BDS FINANCIAL NETWORK|BAY HARBOR PRIVATE WEALTH GROUP|BARTHOLOMEW & COMPANY, INC.|BARSTOW AND COMPANY, LLC|BARRON WEALTH STRATEGIES|BANYAN FINANCIAL SERVICES|BANNON & COMPANY, LLC|BANKRI INVESTMENT SERVICES|BANK RHODE ISLAND INVESTMENT SERVICES|BANK OF PRAIRIE DU SAC|BALLAST WEALTH PARTNERS|BALL FINANCIAL SERVICES COMPANY|BAILEY & BEATTY FINANCIAL SERVICES, LLC|BACKNINE ADVISORS, LLC|BACK COVE FINANCIAL|AZIMUTH WEALTH MANAGEMENT, INC|AZCA FINANCIAL GROUP, LLC|AXIAL FINANCIAL GROUP|AXIAL BENEFITS GROUP|AVERY AND POPE WEALTH MANAGEMENT|AVENOR WEALTH|AVANT-GARDE WEALTH PARTNERS|AUSTIN FINANCIAL MANAGEMENT, INC.|AUGUSTINE FINANCIAL, LLC|AUCOIN WEALTH MANAGEMENT|ATTICUS WEALTH MANAGEMENT|ATLANTIC WEALTH STRATEGIES, LLC|ATLANTIC WEALTH MANAGEMENT, LLC|ATLANTIC WEALTH ADVISORS, LLC|ASTLE INVESTMENT MANAGEMENT|ASSET ADVISORY SERVICES, INC.|ASSAY WEALTH PARTNERS, LLC|ASHWOOD ADVISORS, LLC|ASHOKAN WEALTH MANAGEMENT|ASCENTRA WEALTH MANAGEMENT, LLC|ASCEND WEALTH MANAGEMENT|ASCEND FINANCIAL GROUP|ARTISAN FINANCIAL GROUP|ARTHA WEALTH ADVISORS|ARQ FINANCIAL GROUP|ARKHITEKTON FINANCIAL GROUP|ARBOR FINANCIAL SERVICES|APT ASSET MANAGEMENT, LLC|APPOLITO AND ASSOCIATES WEALTH & RETIREMENT PLANNING|APOGEE WEALTH ADVISORS LLC|APEX WEALTH ADVISORS|APEL ASSOCIATES|AP FINANCIAL|ANTONE MERCURIO LLC|ANTON LEMIEUX FINANCIAL GROUP|ANLON FINANCIAL STRATEGIES|ANGELO PLANNING GROUP|ANDREW HOFF AGENCY|ANDRA WEALTH MANAGEMENT|ANDERSON WEALTH MANAGEMENT|AMS FINANCIAL GROUP|AMIDON & PETERSEN FINANCIALS|AMES FINANCIAL SERVICES|AMERICAN NATIONAL WEALTH MANAGEMENT|ALTARA WEALTH|ALMA WEALTH|ALLISON FINANCIAL GROUP, INC.|ALLIANCE PRIVATE WEALTH LLC|ALLIANCE FINANCIAL PLANNING|ALLFLUENT WEALTH MANAGEMENT LLC|ALLEN WEALTH MANAGEMENT|ALLEN INSURANCE AND FINANCIAL|ALLEN FINANCIAL GROUP|ALLEGIANT WEALTH STRATEGIES|ALLEGIANT WEALTH MANAGEMENT GROUP|ALIGN WEALTH STRATEGIES|ALIGN RETIREMENT PLAN ADVISORS|ALFSTAD CAPITAL, LLC|AIKEN FINANCIAL PLANNING, LLC|AGENCY WEALTH PARTNERS|AGENCY WEALTH PARTNER|AFFLUERE FINANCIAL SERVICES|AFFINITY WEALTH SOLUTIONS|AFFINITY ASSET MANAGEMENT|AERAN ASSET MANAGEMENT|AEGIS CONSULTING|ADVISORY GROUP WEST|ADVANTIS WEALTH PARTNERS|ADVANCED WEALTH MANAGEMENT|ADVANCED GROUP FINANCIAL SERVICES|ADVANCED FINANCIAL GROUP|ADVANCED CORPORATE SOLUTIONS LTD|ADDESSI FINANCIAL PARTNERS|ADAMS & ASSOCIATES|ACS ADVISORY LLC|ACRE EQUITY ADVISORS|ACORN FINANCIAL|AC FINANCIAL PARTNERS|A BETTER FINANCIAL GROUP, INC.|A BETTER FINANCIAL GROUP, INC|7G WEALTH MANAGEMENT|7 STREETS FINANCIAL LLC|7 GRAINS PLANNING & INVESTMENTS|4TH QUARTER WEALTH MANAGEMENT|4RIVERS WEALTH MANAGEMENT|44 NORTH FINANCIAL PARTNERS|401K TEAM|401K PLAN CONSULTANTS, LLC|3RIVERS FINANCIAL|307 FINANCIAL SERVICES, LLC...",Approved,11/06/1979,Large,Limited Liability Company,Massachusetts,08/01/2017,781-736-0700,1,2482,1,45,"275 WYMAN STREET, STE. 400",WALTHAM,MA,02451,UNITED STATES,,,COMMONWEALTH FINANCIAL NETWORK,1.0,3,2026-04-02T01:47:10.661823
121990,65456,COMMONWEALTH PHARMA SECURITIES,COMMONWEALTH APEIRON|COMMONWEALTH PHARMA SECURITIES LLC|COMMONWEALTH PHARMA SECURITIES,Approved,01/08/2003,Small,Limited Liability Company,Delaware,06/10/2002,617-367-0099,1,2,1,0,2016 OCEAN STREET,MARSHFIELD,MA,02050,USA,,,COMMONWEALTH PHARMA SECURITIES,1.0,3,2026-04-02T01:52:40.636349
125472,65804,"COMPAK SECURITIES, INC.","COMPAK SECURITIES, INC.",Approved,09/03/2003,Small,Corporation,California,12/06/2002,949-679-2500,1,3,1,0,1801 DOVE STREET,NEWPORT BEACH,CA,92660,USA,,,"COMPAK SECURITIES, INC.",1.0,3,2026-04-02T01:52:53.240117
126258,65866,"COMPASS POINT RESEARCH & TRADING, LLC","COMPASS POINT|COMPASS POINT RESEARCH & TRADING, LLC",Approved,08/21/2003,Small,Limited Liability Company,Delaware,01/25/2002,202-540-7300,1,4,2,0,"1055 THOMAS JEFFERSON STREET, NW",WASHINGTON,DC,20007,USA,,,"COMPASS POINT RESEARCH & TRADING, LLC",1.0,3,2026-04-02T01:52:56.757243
16168,33438,COMPASS SECURITIES CORPORATION,COMPASS SECURITIES CORPORATION,Approved,06/03/1985,Small,Corporation,Massachusetts,11/05/1984,781-535-6083,1,9,1,1,50 BRAINTREE HILL PARK,BRAINTREE,MA,02184-8734,UNITED STATES,,,COMPASS SECURITIES CORPORATION,1.0,3,2026-04-02T01:47:59.911709
325118,71057,COMPOSER SECURITIES LLC,COMPOSER|COMPOSER SECURITIES LLC,Approved,09/12/2023,Small,Limited Liability Company,Delaware,01/12/2023,305-857-5828,1,2,1,0,427 MIDDLETON WAY,CHESAPEAKE,VA,23322,UNITED STATES,,,COMPOSER SECURITIES LLC,1.0,3,2026-04-02T02:00:24.048014
37544,47802,"COMSTOCK PARTNERS, L.L.C.","COMSTOCK PARTNERS, L.L.C.",Approved,06/21/1996,Small,Limited Liability Company,Nevada,05/15/1998,310-486-6550,1,2,1,1,5003 RUBIO AVENUE,LOS ANGELES,CA,91436-1122,UNITED STATES,,,"COMSTOCK PARTNERS, L.L.C.",1.0,3,2026-04-02T01:50:03.278152
135474,66927,"CONDUENT SECURITIES, LLC","BUCK KWASHA SECURITIES LLC|CONDUENT SECURITIES, LLC",Approved,10/19/2005,Small,Limited Liability Company,Delaware,02/11/2005,646-734-1881,1,2,1,1,2847 LONG BRANCH ROAD,SPENCER,TN,38585,USA,,,"CONDUENT SECURITIES, LLC",1.0,3,2026-04-02T01:53:51.569411
165594,69172,"CONFIGURE PARTNERS SECURITIES, LLC","CONFIGURE PARTNERS SECURITIES, LLC|GLASSRATNER SECURITIES, LLC",Approved,03/05/2014,Small,Limited Liability Company,Georgia,08/16/2012,404-536-0690,1,3,1,0,3344 PEACHTREE ROAD NE,ATLANTA,GA,30326,USA,,,"CONFIGURE PARTNERS SECURITIES, LLC",1.0,3,2026-04-02T01:56:41.982969
300401,70323,CONNAUGHT (U.S.) LLC,CONNAUGHT (U.S.) LLC,Approved,05/01/2020,Small,Limited Liability Company,Delaware,03/10/2017,+44 20 7042 8097,1,1,1,0,6TH FLOOR WEST,LONDON,,W1J 9EJ,UNITED KINGDOM,,,CONNAUGHT (U.S.) LLC,1.0,3,2026-04-02T01:58:43.527961
1511,8228,"CONNERS & CO., INC.","CONNERS & CO., INC.|CONNERS & COMPANY, INC.",Approved,03/02/1960,Small,Corporation,Ohio,10/27/1959,(513) 421-0606,1,2,1,8,5080 WOOSTER ROAD,CINCINNATI,OH,45226,UNITED STATES,,,"CONNERS & CO., INC.",1.0,3,2026-04-02T01:46:18.448438
120387,66444,"CONNING INVESTMENT PRODUCTS, INC.","CONNING|CONNING RESEARCH & CONSULTING, INC.|CONNING INVESTMENT PRODUCTS, INC.",Approved,11/16/2004,Small,Corporation,Delaware,02/13/2002,860-299-2000,1,7,1,0,ONE FINANCIAL PLAZA,HARTFORD,CT,06103-2627,USA,,,"CONNING INVESTMENT PRODUCTS, INC.",1.0,3,2026-04-02T01:52:33.844967
326524,71101,CONSELLO FINANCIAL LLC,CONSELLO FINANCIAL LLC,Approved,02/07/2024,Small,Limited Liability Company,Delaware,03/09/2022,212-884-9304,1,2,1,0,590 MADISON AVENUE,NEW YORK,NY,10022,UNITED STATES,,,CONSELLO FINANCIAL LLC,1.0,3,2026-04-02T02:00:31.240648
144684,67669,CONSENSUS SECURITIES LLC,CONSENSUS ORIGIN SECURITIES LLC|CONSENSUS SECURITIES LLC,Approved,11/08/2007,Small,Limited Liability Company,Massachusetts,05/28/2007,617 437-6500,1,3,1,0,100 RIVER RIDGE DRIVE,NORWOOD,MA,02062,,,,CONSENSUS SECURITIES LLC,1.0,3,2026-04-02T01:54:42.901835
18810,37004,"CONSOLIDATED FINANCIAL INVESTMENTS, INC.","CONSOLIDATED FINANCIAL INVESTMENTS, INC.|USA MORTGAGE SECURITIES, INC.",Approved,05/27/1987,Small,Corporation,Missouri,10/12/1988,314-727-1177,1,3,1,3,222 NORTH MERAMEC AVENUE,CLAYTON,MO,63105-3702,UNITED STATES,,,"CONSOLIDATED FINANCIAL INVESTMENTS, INC.",1.0,3,2026-04-02T01:48:23.336270
117726,53610,CONSOLIDATED TRADING LLC,CONSOLIDATED TRADING LLC,Approved,,,Limited Liability Company,Illinois,10/22/2001,(312) 360-7300,0,1,2,22,71S. WACKER,CHICAGO,IL,60606,USA,,,CONSOLIDATED TRADING LLC,1.0,3,2026-04-02T01:52:24.178565
311178,70608,CONSTELLATION,"CONSTELLATION|CONSTELLATION P2P, LLC",Approved,09/17/2021,Small,Limited Liability Company,Delaware,04/21/2020,917-498-7387,1,2,1,0,4930 OLIVE PROVINCE LN,MANVEL,TX,77578,UNITED STATES,,,CONSTELLATION,1.0,3,2026-04-02T01:59:23.141844
29775,44523,"CONTINENTAL INVESTORS SERVICES, INC.","CIS-WEALTH MANAGEMENT-A DIVISION OF CIS|CONTINENTAL INVESTORS SERVICES, INC.",Approved,04/21/1992,Small,Corporation,Washington,12/16/1991,360-423-5110,1,10,1,3,1330 BROADWAY STREET,LONGVIEW,WA,98632-7552,UNITED STATES,,,"CONTINENTAL INVESTORS SERVICES, INC.",1.0,3,2026-04-02T01:49:17.654948
152365,68444,COOK PINE SECURITIES LLC,COOK PINE SECURITIES LLC,Approved,01/23/2013,Small,Limited Liability Company,Delaware,09/22/2009,203 861-2938,1,2,1,0,2 SOUND VIEW DRIVE,GREENWICH,CT,06830,,,,COOK PINE SECURITIES LLC,1.0,3,2026-04-02T01:55:39.328426
317969,70890,COOPERATIVE SECURITIES,COOPERATIVE SECURITIES|COOPERATIVE SECURITIES LLC,Approved,10/13/2022,Small,Limited Liability Company,Delaware,11/01/2021,800-424-2954,1,2,1,0,20701 COOPERATIVE WAY,DULLES,VA,20166,UNITED STATES,,,COOPERATIVE SECURITIES,1.0,3,2026-04-02T01:59:57.631917
14762,31173,"COORDINATED CAPITAL SECURITIES, INC.","CCS OF WI|COORDINATED CAPITAL SECURITIES,INC.|COORDINATED CAPITAL SECURITIES, INC.|COORDINATED CAPITAL SECURITIES OF WISCONSIN, INC.|COORDINATED CAPITAL SECURITIES OF WI INC.|COORDINATED CAPITAL ADVISORY, A DIVISION OF COORDINATED CAPITAL SECURITIES, INC.|COLTRANE SECURITIES, A DIVISION OF COORDINATED CAPITAL SECURITI",Approved,04/19/1984,Small,Corporation,Wisconsin,11/29/1982,608-221-4545,1,23,1,5,229 S MAIN STREET,FORT ATKINSON,WI,53538,UNITED STATES,,,"COORDINATED CAPITAL SECURITIES, INC.",1.0,3,2026-04-02T01:47:47.609295
336405,71379,COPLEY ALTERNATIVE INVESTMENTS INC.,"COPLEY ALTERNATIVE INVESTMENTS INC.|COPLEY ALTERNATIVE INVESTMENTS, INC.",Approved,01/09/2026,Small,Corporation,California,01/10/2025,(619) 294-6008,1,1,1,0,2650 CAMINO DEL RIO N. S-350,SAN DIEGO,CA,92108,UNITED STATES,,,COPLEY ALTERNATIVE INVESTMENTS INC.,1.0,3,2026-04-02T02:01:11.882356
168203,69295,COPPER FINANCIAL,"COMMUNITYAMERICA FINANCIAL SOLUTIONS, LLC|COPPER FINANCIAL NETWORK, LLC|COPPER FINANCIAL",Approved,03/27/2014,Small,Limited Liability Company,Missouri,11/05/2001,913-905-3600,1,54,1,0,"9777 RIDGE DR., SUITE 360",LENEXA,KS,66219,,,,COPPER FINANCIAL,1.0,3,2026-04-02T01:56:54.874368
151044,68330,"CORE FINANCIAL, LLC","CORE FINANCIAL, LLC",Approved,06/03/2010,Small,Limited Liability Company,Ohio,05/29/2009,614 485-2500,1,2,1,1,1086 N. FOURTH STREET - SUITE 108,COLUMBUS,OH,43201,USA,,,"CORE FINANCIAL, LLC",1.0,3,2026-04-02T01:55:32.701022
13158,28733,"COREBRIDGE CAPITAL SERVICES, INC.","AIG CAPITAL SERVICES, INC.|SUNAMERICA CAPITAL SERVICES, INC.|INTEGRATED RESOURCES CAPITAL SERVICES, INC.|INTEGRATED CAPITAL SERVICES, INC.|COREBRIDGE CAPITAL SERVICES, INC.|AIG SUNAMERICA CAPITAL SERVICES, INC.",Approved,05/06/1983,Medium,Corporation,Delaware,11/05/1982,201-324-6300,1,5,1,1,30 HUDSON STREET,JERSEY CITY,NJ,07302,UNITED STATES,,,"COREBRIDGE CAPITAL SERVICES, INC.",1.0,3,2026-04-02T01:47:33.531445
37068,47783,"CORECAP INVESTMENTS, LLC","ADVANTAGE BENEFITS AND RETIREMENT|WINGARD FINANCIAL GROUP|WINDSOR, SHEFFIELD & CO., INC.|WINDSOR SHEFFIELD & CO., INC.|TLC INSURANCE|TALLOU FINANCIAL SERVICES|STRANG ASSOCIATES|STIVERS FINANCIAL|SPARTAN FINANCIAL GROUP|SOLOMON FINANCIAL|SLEEP WELL RETIREMENT|SKOLNIK RETIREMENT SOLUTIONS, LLC|SIMASKO FINANCIAL|RUCKER FINANCIAL GROUP|RONNIE BROUSSARD & ASSOCIATES|ROMAIN FINANCIAL|PHARR FINANCIAL GROUP|PETTIFORD FINANCIAL & WEALTH MANAGEMENT|PATHWAY FINANCIAL GROUP|NJ RETIREMENT PLANNING, LLC|MICHAEL T GROVES FINANCIAL|MANNOR FINANCIAL GROUP|LOVELESS FINANCIAL GROUP, LLC|LAKE COUNTY FINANCIAL GROUP|LABADIE FINANCIAL|KLAUENBERG RETIREMENT SOLUTIONS|JOHN NELSON FINANCIAL|HAROLD THOMAS FINANCIAL GROUP, LLC|GILLIKIN & ASSOCIATES|FIRST FINANCIAL GROUP USA|FINANCIAL FITNESS|EVERLAST FINANCIAL GROUP|ESPERO & PARTNERS|DWORETSKY FINANCIAL|CREATIVE FINANCIAL SOLUTIONS|CORNERSTONE FINANCIAL|CORECAP INVESTMENTS, LLC|CORECAP INVESTMENTS, INC.|COOPER, ADEL, VU FINANCIAL|CONNERS WEALTH MANAGEMENT|CAPITAL CHOICE SOUTHWEST|CAPITAL CHOICE FINANCIAL SERVICES|BELLFLOWER FINANCIAL GROUP, LLC|AZOURY & ASSOCIATES|ASSET MANAGEMENT & ADVISORY SERVICES OF LEE COUNTY|ANDRIKOS FINANCIAL PARTNERS|AMERICAN PROSPERITY GROUP",Approved,03/08/1996,Small,Limited Liability Company,Delaware,04/24/2020,888-296-3360,1,43,1,9,27777 FRANKLIN ROAD,SOUTHFIELD,MI,48034,UNITED STATES,,,"CORECAP INVESTMENTS, LLC",1.0,3,2026-04-02T01:50:00.585266
38912,48461,"CORINTHIAN PARTNERS, L.L.C.","CORINTHIAN PARTNERS, L.L.C.|CORINTHIAN PARTNERS, L.P.",Approved,06/25/1996,Small,Limited Liability Company,New York,05/16/1997,212-287-1500,1,3,1,4,275 MADISON AVENUE,NEW YORK,NY,10016,UNITED STATES,,,"CORINTHIAN PARTNERS, L.L.C.",1.0,3,2026-04-02T01:50:14.360367
101000,52049,CORMARK SECURITIES (USA) LIMITED,CORMARK SECURITIES (USA) LIMITED|SPROTT SECURITIES (USA) LIMITED,Approved,06/09/2000,Small,Corporation,,06/08/1994,416-362-7485,1,0,1,0,"ROYAL BANK PLAZA, NORTH TOWER","TORONTO, ONTARIO",,M5J 2J2,CANADA,,,CORMARK SECURITIES (USA) LIMITED,1.0,3,2026-04-02T01:51:35.243211
20627,38383,"CORNERSTONE FINANCIAL SERVICES, INC.","BREWER AND ASSOCIATES, INC.|CORNERSTONE FINANCIAL SERVICES, INC.",Approved,09/30/1987,Small,Corporation,Indiana,05/06/1987,317-462-3310,1,2,1,1,119 N BROADWAY STREET,GREENFIELD,IN,46140,UNITED STATES,,,"CORNERSTONE FINANCIAL SERVICES, INC.",1.0,3,2026-04-02T01:48:33.828093
111992,53215,"CORONADO INVESTMENTS, LLC","CORONADO INVESTMENTS, LLC",Approved,09/12/2001,Small,Limited Liability Company,Delaware,11/09/2000,858-342-3212,1,2,1,0,17630 EL VUELO,RANCHO SANTA FE,CA,92067,USA,,,"CORONADO INVESTMENTS, LLC",1.0,3,2026-04-02T01:52:09.185912
38690,48355,"CORPORATE INVESTMENTS GROUP, INC.","CORPORATE INVESTMENTS GROUP, INC.|WWW.488TRADE.COM|EDGEWATER FINANCIAL ADVISORS|CORPORATE INVESTMENTS GROUP, INC..",Approved,01/16/1996,Small,Corporation,Illinois,04/30/1995,312-225-1388,1,2,1,7,238 W CERMAK ROAD,CHICAGO,IL,60616,UNITED STATES,,,"CORPORATE INVESTMENTS GROUP, INC.",1.0,3,2026-04-02T01:50:12.873931
168356,69303,CORPORATE PARTNERS & CO. LLC,CORPORATE PARTNERS & CO. LLC|CORPORATE PARTNERS ADVISORS LLC,Approved,07/15/2014,Small,Limited Liability Company,Delaware,05/22/2013,212-332-5820,1,2,1,0,"1270 AVE OF THE AMERICAS, SUITE 300",NEW YORK,NY,10020,USA,,,CORPORATE PARTNERS & CO. LLC,1.0,3,2026-04-02T01:56:55.490621
38995,48507,CORRELL CO. INVESTMENT SERVICES CORP.,CORRELL CO. INVESTMENT SERVICES  CORP.|CORRELL CO. INVESTMENT SERVICES CORP.,Approved,05/17/1996,Small,Corporation,Illinois,12/26/1995,708-599-2900,1,5,1,0,9655 SOUTH 78TH AVENUE,HICKORY HILLS,IL,60457-2211,UNITED STATES,,,CORRELL CO. INVESTMENT SERVICES CORP.,1.0,3,2026-04-02T01:50:15.861924
164469,69103,CORSAIR ADVISORS LLC,CORSAIR ADVISORS LLC,Approved,05/09/2013,Small,Limited Liability Company,Delaware,01/11/2011,212 224-9400,1,2,1,0,550 MADISON AVENUE,NEW YORK,NY,10022,UNITED STATES,,,CORSAIR ADVISORS LLC,1.0,3,2026-04-02T01:56:37.179252
12060,12645,COUNTRY CAPITAL MANAGEMENT COMPANY,COUNTRY CAPITAL MANAGEMENT COMPANY|COUNTRY INSURANCE & FINANCIAL SERVICES|COUNTRY FINANCIAL,Approved,07/27/1983,Large,Corporation,Illinois,08/04/1965,309-821-5228,1,651,1,0,1701 TOWANDA AVENUE,BLOOMINGTON,IL,61701,UNITED STATES,,,COUNTRY CAPITAL MANAGEMENT COMPANY,1.0,3,2026-04-02T01:47:31.063037
137356,67081,COURTLANDT SECURITIES CORPORATION,"COURTLANDT|COURTLANDT SECURITIES CORPORATION|COURTLANDT FINANCIAL GROUP, INC.",Approved,02/14/2006,Small,Corporation,California,06/07/2005,800-994-7094,1,2,1,0,895 DOVE STREET,NEWPORT BEACH,CA,92660,US,,,COURTLANDT SECURITIES CORPORATION,1.0,3,2026-04-02T01:54:02.384391
